Approved Budget of the Contract,Contract Duration,Quantity,Item Budget,Award No.,Contract Amount,Month
13500.0,15,30,13500.0,2728987,10500.0,4
295500.0,7,1,295500.0,2734381,293875.0,4
1200000.0,1,1,1200000.0,2747218,1200000.0,4
1844125.0,5,1,1844125.0,2728985,1844125.0,4
530700.0,10,15,530700.0,2731788,530700.0,4
130600.0,7,1,130600.0,2765287,121490.0,4
3000000.0,2,1,3000000.0,2699992,2999870.0,4
500000.0,5,1,500000.0,2713618,495100.0,4
3390000.0,1,100,3390000.0,2731858,3324500.0,4
725.0,10,5,725.0,2738538,650.0,4
1170000.0,7,450,1170000.0,2745982,117000.0,4
42000.0,10,300,42000.0,2734581,29529.0,4
92500.0,10,50,92500.0,2734454,91000.0,4
126000.0,4,105,126000.0,2727058,126000.0,4
83120.0,1,39,83120.0,2722935,81674.0,4
4100626.85,3,1390043,4100626.85,2691275,4100626.85,4
419940.0,15,1,419940.0,2721203,418740.0,4
1500000.0,10,1000,1500000.0,2723780,1500000.0,4
7000.0,7,50,7000.0,2736499,7000.0,4
262800.0,14,292,262800.0,2711879,262000.0,4
334124.4,7,1,334124.4,2749050,333217.0,4
1568400.0,3,1,1568400.0,2712952,1568400.0,4
698000.0,7,1,698000.0,2693112,698000.0,4
125000.0,7,3000,125000.0,2758285,114000.0,4
1200000.0,3,1,1200000.0,2707618,1196858.75,4
112500.0,5,1,112500.0,2746426,112500.0,4
805000.0,7,1,805000.0,2745942,805000.0,4
15009159.0,15,1,15009159.0,2733005,15009159.0,4
19600000.0,60,40000,19600000.0,2705352,9200000.0,4
76500.0,15,9,76500.0,2732787,76500.0,4
70020.0,7,1,70020.0,2729567,70020.0,4
199000.0,14,1,199000.0,2765367,199000.0,4
956800.0,0,368,956800.0,2650909,920000.0,4
325000.0,3,50,325000.0,2723237,325000.0,4
232900.0,30,1,232900.0,2746595,232150.0,4
35000.0,7,1,35000.0,2699729,35000.0,4
150000.0,7,20,150000.0,2709835,150000.0,4
4750.0,7,5,4750.0,2711348,4750.0,4
15222442.9,7,5000,15222442.9,2756094,495000.0,4
3980000.0,2,1,3980000.0,2750600,3980000.0,4
888700.0,20,50,888700.0,2713191,888700.0,4
999750.0,30,1,999750.0,2738609,999750.0,4
46130.0,7,1,46130.0,2706811,332750.0,4
359900.0,7,1,359900.0,2745792,348120.0,4
160400.0,7,1,160400.0,2723416,86600.0,4
106150.0,7,3,106150.0,2737927,101310.0,4
300000.0,7,1000,300000.0,2718651,280000.0,4
44500.0,3,1,44500.0,2725206,44500.0,4
1380273.0,7,1,1380273.0,2748865,1380273.0,4
1999991.78,20,1,1999991.78,2712707,332750.0,4
8275000.0,7,5,8275000.0,2761962,8250000.0,4
84000.0,1,60,84000.0,2703043,84000.0,4
11200.0,7,80,11200.0,2712112,11072.0,4
1100000.0,7,1000,1100000.0,2716969,1100000.0,4
383.0,10,1,383.0,2738614,383.0,4
700000.0,30,3500,700000.0,2733748,700000.0,4
156940.0,7,1,156940.0,2706187,156940.0,4
62000.0,3,1,62000.0,2727749,60302.0,4
318000.0,7,1,318000.0,2725403,318000.0,4
265000.0,10,3,265000.0,2748139,265000.0,4
3980772.16,7,1,3980772.16,2761748,3977000.0,4
3950000.0,2,1,3950000.0,2760993,3950000.0,4
617300.0,45,1,617300.0,2706285,612500.0,4
87500.0,7,35,87500.0,2708068,38500.0,4
796075.0,3,1,796075.0,2733959,796075.0,4
437500.0,10,1,437500.0,2694567,437500.0,4
240000.0,7,60,240000.0,2748816,230850.0,4
426530.0,7,10,426530.0,2742177,387750.0,4
975825.0,30,1,975825.0,2705813,975825.0,4
105000.0,3,30,105000.0,2720080,105000.0,4
33424740.0000002,7,1,33424740.0000002,2702668,1196000.0,4
300000.0,30,306,300000.0,2726691,300000.0,4
19500.0,10,60,19500.0,2732762,19200.0,4
5790.3,7,15,5790.3,2735993,5790.0,4
75250.0,3,1,75250.0,2735546,75250.0,4
2292600.0,30,35,2292600.0,2746403,2292600.0,4
2377.0,7,100,2377.0,2734081,900.0,4
1630000.0,7,1,1630000.0,2756885,600000.0,4
369400.0,7,1,369400.0,2726341,272250.0,4
332500.0,10,350,332500.0,2743548,332500.0,4
57353.4,2,14820,57353.4,2753144,57353.4,4
442000.0,30,8,442000.0,2743858,442000.0,4
521730.0,7,1,521730.0,2708862,521730.0,4
81470.0,10,1,81470.0,2739280,70470.0,4
111000.0,7,20,111000.0,2738857,111000.0,4
10850.0,2,1,10850.0,2763699,10275.0,4
10478000.0,7,2000,10478000.0,2716528,1590000.0,4
1752540.0,7,1,1752540.0,581595,98800.0,4
1752540.0,7,1,1752540.0,2699955,385615.0,4
1752540.0,7,1,1752540.0,2699957,385615.0,4
1752540.0,7,1,1752540.0,2699958,854125.0,4
1752540.0,7,1,1752540.0,2699960,180000.0,4
142920.0,1,1,142920.0,2700136,142920.0,4
4305900.0,7,1,4305900.0,2700216,180000.0,4
4500000.0,7,1,4500000.0,2700282,4500000.0,4
1200000.0,7,1,1200000.0,2700291,1200000.0,4
59500.0,30,7,59500.0,2700253,38500.0,4
100000.0,30,500,100000.0,2700321,100000.0,4
99000.0,7,1,99000.0,2700073,83150.0,4
56070.0,2,1,56070.0,2700327,56070.0,4
8600000.0,7,1,8600000.0,2700382,8600000.0,4
70035.0,30,203,70035.0,2700381,70035.0,4
750000.0,7,1,750000.0,2700389,750000.0,4
382000.0,7,100,382000.0,2700353,380000.0,4
150000.0,7,1,150000.0,2700342,150000.0,4
110000.0,120,5,110000.0,1420607,110000.0,4
1660000.0,7,1,1660000.0,2700443,1660000.0,4
585000.0,30,1,585000.0,2700414,585000.0,4
122500.0,30,500,122500.0,2700477,115000.0,4
500000.0,10,1,500000.0,2700463,500000.0,4
284815.0,7,946,284815.0,2697054,284815.0,4
500000.0,5,1,500000.0,2700494,500000.0,4
500000.0,15,5228,500000.0,2700507,499610.0,4
1250000.0,30,1000,1250000.0,2700691,1250000.0,4
13779208.19,10,1,13779208.19,2700719,1834234.9,4
13779208.19,10,1,13779208.19,2700766,393750.0,4
90288.0,3,1368,90288.0,2700749,90288.0,4
1139500.0,2,5000,1139500.0,2700700,1139500.0,4
13779208.19,10,1,13779208.19,2700819,1004555.75,4
13779208.19,10,1,13779208.19,2700853,2265658.5,4
13779208.19,10,1,13779208.19,2700876,2298940.0,4
276800.0,5,1,276800.0,2336243,269300.0,4
933860.0,2,20000,933860.0,2700881,632560.0,4
127200.0,7,800,127200.0,2700892,332750.0,4
13779208.19,10,1,13779208.19,2700902,515871.25,4
632560.0,2,128,632560.0,2700907,632560.0,4
13779208.19,10,1,13779208.19,2700992,1541292.45,4
551000.0,2,200,551000.0,2701067,551000.0,4
1166366.5,2,20497,1166366.5,2701101,1166366.5,4
15335483.89,10,1,15335483.89,2701177,10783092.75,4
15335483.89,10,1,15335483.89,2701224,1838345.94,4
15335483.89,10,1,15335483.89,2701249,1005401.2,4
80000.0,5,2,80000.0,2701269,78000.0,4
1020000.0,7,1,1020000.0,2701306,1020000.0,4
5600000.0,7,1,5600000.0,2701356,5529300.0,4
120000.0,30,300,120000.0,2701638,120000.0,4
3367560.0,15,0,3367560.0,2701603,3100420.0,4
250000.0,30,1000,250000.0,2701669,250000.0,4
81000.0,30,200,81000.0,2701693,81000.0,4
62000.0,30,200,62000.0,2701705,62000.0,4
211879.25,7,1,211879.25,2701717,211879.25,4
379500.0,30,300,379500.0,2702022,379500.0,4
200000.0,2,50,200000.0,2701998,200000.0,4
18400.0,1,8,18400.0,2702189,18400.0,4
924000.0,2,1,924000.0,2699447,924000.0,4
350000.0,10,1000,350000.0,2702255,350000.0,4
40000.0,3,16000,40000.0,2702438,40000.0,4
11200.0,3,1400,11200.0,2702454,11200.0,4
72000.0,3,9000,72000.0,2702455,72000.0,4
46500.0,7,30,46500.0,2702503,45000.0,4
75000.0,3,5,75000.0,2702515,49950.0,4
878345.0,15,3038,878345.0,2702516,753189.0,4
525000.0,7,525,525000.0,2702524,498750.0,4
1611346.16,7,1,1611346.16,2702536,1611346.16,4
2400000.0,3,1900,2400000.0,2702525,475000.0,4
48650.0,3,35,48650.0,2702592,48650.0,4
14000000.0,7,500000,14000000.0,2702586,13860000.0,4
1692500.0,15,3000,1692500.0,2702591,1682500.0,4
117677.4,5,1,117677.4,2701862,117677.4,4
750000.0,3,500,750000.0,2702640,640000.0,4
270000.0,3,1200,270000.0,2702663,270000.0,4
2800000.0,7,100000,2800000.0,2702667,2749000.0,4
77190.0,5,1,77190.0,2702783,77190.0,4
413350.0,4,1,413350.0,2702981,413350.0,4
411840.0,4,1,411840.0,2702998,411840.0,4
500000.0,2,1,500000.0,2702987,468900.0,4
534290.0,10,1,534290.0,2703032,534290.0,4
231400.0,10,1,231400.0,2703041,230150.0,4
90000.0,1,1,90000.0,2696329,90000.0,4
68000.0,7,10,68000.0,2689797,68000.0,4
75500.0,1,1,75500.0,2703086,75000.0,4
65300.0,7,1,65300.0,2703085,65300.0,4
2625000.0,10,1,2625000.0,2703240,2250000.0,4
3517500.0,15,52500,3517500.0,2681750,3255000.0,4
3575000.0,3,1,3575000.0,2703485,3475000.0,4
1945520.0,1,1,1945520.0,2703720,1945520.0,4
80000.0,10,2000,80000.0,2703727,80000.0,4
68000.0,10,1000,68000.0,2703775,68000.0,4
68000.0,10,1000,68000.0,2703776,68000.0,4
8000000.0,10,1,8000000.0,2703787,8000000.0,4
108000.0,10,600,108000.0,2703913,108000.0,4
650000.0,10,1000,650000.0,2703916,650000.0,4
255000.0,10,1700,255000.0,2703922,255000.0,4
150000.0,10,1000,150000.0,2703926,150000.0,4
5000.0,10,20,5000.0,2703928,5000.0,4
19800.0,10,9,19800.0,2703931,19800.0,4
25000.0,10,10,25000.0,2703935,25000.0,4
19600.0,10,7,19600.0,2703937,19600.0,4
35000.0,10,10,35000.0,2703941,35000.0,4
52500.0,10,15,52500.0,2703943,52500.0,4
500000.0,30,1,500000.0,2704035,499500.0,4
600691.64,30,1,600691.64,2704070,600691.64,4
600395.0,7,1,600395.0,2704171,600395.0,4
1323875.0,7,1,1323875.0,2704296,1323875.0,4
1375000.0,8,10000,1375000.0,2704273,1375000.0,4
179556.0,7,1,179556.0,2704301,179556.0,4
20000.0,7,2,20000.0,2704334,20000.0,4
351500.0,7,130,351500.0,2704350,351500.0,4
281160.0,15,1,281160.0,2702917,281160.0,4
5124985.0,3,1,5124985.0,2704381,5103400.0,4
813500.0,3,1,813500.0,2704481,813500.0,4
7500.0,7,50,7500.0,2704506,7500.0,4
1940000.0,5,1000,1940000.0,2696141,1908000.0,4
660000.0,30,3,660000.0,2704587,660000.0,4
105000.0,30,300,105000.0,2704603,105000.0,4
160000.0,30,1000,160000.0,2704615,160000.0,4
2187500.0,7,1250,2187500.0,2704638,2187500.0,4
97500.0,7,33,97500.0,2704688,97500.0,4
9000.0,7,50,9000.0,2704695,9000.0,4
900000.0,7,1500,900000.0,2704704,900000.0,4
60000.0,7,5,60000.0,2704711,60000.0,4
105000.0,7,50,105000.0,2704721,105000.0,4
99350.0,120,1,99350.0,2704755,98825.0,4
16027200.0,10,6,16027200.0,2704751,6352200.0,4
405000.0,7,110,405000.0,2704756,405000.0,4
652500.0,7,150,652500.0,2704799,652500.0,4
78000.0,7,300,78000.0,2704843,78000.0,4
73880.0,7,0,73880.0,2704860,73880.0,4
279300.0,7,1,279300.0,2704871,278500.0,4
331380.0,7,1,331380.0,2704833,330000.0,4
434720.0,5,76,434720.0,2704662,433200.0,4
132000.0,7,1,132000.0,2704902,132000.0,4
9120.0,7,5,9120.0,2704987,9120.0,4
137000.0,30,1000,137000.0,2705230,137000.0,4
965995.8,30,41818,965995.8,2705250,965995.8,4
1875000.0,7,1250,1875000.0,2705194,1875000.0,4
935000.0,15,1,935000.0,2702067,913500.0,4
1979250.0,7,750,1979250.0,2705292,1979250.0,4
8000000.0,5,1,8000000.0,2705286,7833000.0,4
1750000.0,30,1000,1750000.0,2705325,1750000.0,4
6000000.0,5,1,6000000.0,2705323,5325000.0,4
75000.0,7,10,75000.0,2705341,75000.0,4
2500000.0,15,1,2500000.0,2705422,2498585.65,4
1050000.0,14,6000,1050000.0,2705457,1050000.0,4
52000.0,10,40,52000.0,2705462,52000.0,4
40000.0,10,10,40000.0,2704682,40000.0,4
1293500.0,15,1,1293500.0,2705500,1287605.0,4
183000.0,10,100,183000.0,2705524,183000.0,4
1885500.0,7,1,1885500.0,2705564,1413500.0,4
3475000.0,7,1,3475000.0,2705579,3385900.0,4
191500.0,30,1,191500.0,2705563,188900.0,4
223750.0,15,1,223750.0,2705585,220600.0,4
340000.0,15,1,340000.0,2705649,339804.0,4
193650.0,7,50,193650.0,2705667,193650.0,4
772550.0,7,10,772550.0,2705676,772550.0,4
298000.0,10,50,298000.0,2705640,298000.0,4
214624.0,7,2,214624.0,2705683,214624.0,4
563750.0,7,275,563750.0,2705686,563750.0,4
1500000.0,15,1,1500000.0,2705767,1499950.0,4
320215.0,7,1,320215.0,2705927,319951.0,4
222320.0,1,100,222320.0,2705923,220820.0,4
700000.0,2,1,700000.0,2705941,694960.0,4
1500000.0,15,1,1500000.0,2706052,1499375.0,4
700000.0,2,1,700000.0,2706132,694960.0,4
1350000.0,30,1,1350000.0,2706178,1125000.0,4
247690.2,7,1,247690.2,2706246,247690.2,4
1300000.0,15,500,1300000.0,2706282,1290000.0,4
1000000.0,10,1,1000000.0,2706292,840800.0,4
5770800.0,15,1,5770800.0,2706309,5727000.0,4
495000.0,7,1,495000.0,2121195,495000.0,4
782.5,10,50,782.5,2706379,782.5,4
6838.0,10,100,6838.0,2706417,6838.0,4
2925000.0,10,1,2925000.0,2706475,2925000.0,4
2300000.0,7,1,2300000.0,2706714,2207750.0,4
2300000.0,7,1,2300000.0,2706728,332750.0,4
39000.0,5,5,39000.0,2706743,39000.0,4
1620000.0,30,600,1620000.0,2706778,1620000.0,4
198240.0,30,5,198240.0,2706791,198240.0,4
75000.0,45,1,75000.0,2706826,75000.0,4
62500.0,7,1,62500.0,2706868,62500.0,4
4045800.0,15,1,4045800.0,2706899,4042765.0,4
157250.0,15,1,157250.0,2706981,157250.0,4
1752540.0,7,1,1752540.0,2707070,234000.0,4
285570.0,45,1,285570.0,2707257,285570.0,4
28200.0,14,1,28200.0,2468172,28200.0,4
104060.0,90,1,104060.0,2707298,84940.0,4
194100.0,1,1,194100.0,2707291,194100.0,4
9639.0,21,3,9639.0,2707307,9639.0,4
499992.0,5,1,499992.0,2707287,497978.1,4
310334.8,5,100,310334.8,2707308,301334.8,4
492800.0,7,1,492800.0,2707407,492800.0,4
86776.0,5,50,86776.0,2707426,52805.0,4
561590.0,30,1,561590.0,2707436,561390.0,4
7600000.0,30,2,7600000.0,2707421,7600000.0,4
440000.0,7,80,440000.0,2707447,400000.0,4
390000.0,7,1950,390000.0,2707451,351000.0,4
6315750.0,10,1,6315750.0,2707461,6315750.0,4
250000.0,1,1,250000.0,2707504,250000.0,4
149800.0,30,200,149800.0,2707522,149800.0,4
348000.0,30,120,348000.0,2707537,348000.0,4
3759604.2,10,1,3759604.2,2707545,3759604.2,4
37100.0,120,1,37100.0,2707647,31500.0,4
1925200.0,7,1,1925200.0,2707661,1828400.0,4
252000.0,1,60,252000.0,2707682,252000.0,4
589210.0,1,1,589210.0,2707622,499972.0,4
273000.0,1,60,273000.0,2707694,273000.0,4
777197.0,1,1,777197.0,2707746,777197.0,4
588500.0,10,1,588500.0,2707783,588500.0,4
2625000.0,7,1500,2625000.0,2707860,2625000.0,4
85900.0,1,1,85900.0,2707948,85900.0,4
58000.0,10,1,58000.0,2707854,58000.0,4
157120.0,7,1100,157120.0,2708044,157120.0,4
1736000.0,3,1,1736000.0,2707883,1730000.0,4
1460000.0,3,4,1460000.0,2708060,1400000.0,4
77777.0,7,94,77777.0,2708062,332750.0,4
400000.0,3,2,400000.0,2708066,360000.0,4
2877300.0,15,3197,2877300.0,2708104,2797375.0,4
57100.0,7,150,57100.0,2708125,54100.0,4
185000.0,7,100,185000.0,2708127,180000.0,4
225000.0,3,150,225000.0,2708070,142500.0,4
225000.0,3,150,225000.0,2708232,180000.0,4
150000.0,10,100,150000.0,2708245,150000.0,4
12500.0,10,5,12500.0,2708258,12500.0,4
4550000.0,7,1,4550000.0,2708336,4550000.0,4
585000.0,15,15000,585000.0,2708631,585000.0,4
435000.0,7,1,435000.0,2708731,435000.0,4
64000.0,1,7,64000.0,2708108,64000.0,4
550000.0,7,2200,550000.0,2709040,550000.0,4
145480.0,45,1,145480.0,2708994,145480.0,4
190000.0,10,20,190000.0,2708332,190000.0,4
120000.0,10,1000,120000.0,2709214,120000.0,4
14800000.0,7,1,14800000.0,2709512,14784000.0,4
3198000.0,7,1,3198000.0,2709593,3193000.0,4
304650.0,10,3000,304650.0,2709649,304650.0,4
400000.0,30,200,400000.0,2709721,400000.0,4
745500.0,30,2,745500.0,2709759,745500.0,4
18000.0,30,2,18000.0,2709768,18000.0,4
3360000.0,30,12000,3360000.0,2709778,3360000.0,4
255940.0,3,3693,255940.0,2709852,238038.0,4
788935.0,7,1,788935.0,2709965,788935.0,4
750000.0,30,1,750000.0,2605934,750000.0,4
5143900.0,15,1,5143900.0,2709993,5143900.0,4
1546750.0,15,1,1546750.0,2710042,1508400.0,4
600000.0,30,300,600000.0,2710061,600000.0,4
85800.0,10,26,85800.0,2709849,85800.0,4
150000.0,10,20,150000.0,2710114,150000.0,4
8100000.0,3,10,8100000.0,2189928,8100000.0,4
1500000.0,10,1000,1500000.0,2710143,1500000.0,4
250000.0,10,1000,250000.0,2710155,250000.0,4
3800000.0,10,1,3800000.0,2710144,3800000.0,4
1285510.0,7,1,1285510.0,1595417,1285510.0,4
90000.0,10,100,90000.0,2710197,90000.0,4
1204725.0,5,288,1204725.0,2710191,1204175.0,4
400000.0,3,5,400000.0,2710306,385000.0,4
112000.0,60,4,112000.0,2710411,112000.0,4
49528.5,7,1,49528.5,2709580,49528.5,4
10712.8,7,1,10712.8,2709600,10712.8,4
44945.0,7,1,44945.0,2709628,44945.0,4
396480.0,10,10,396480.0,2710464,396480.0,4
259300.0,7,1,259300.0,2704333,259300.0,4
25041.0,7,1,25041.0,2709701,25041.0,4
57750.0,10,350,57750.0,2710497,57750.0,4
499300.0,7,1,499300.0,2709729,499300.0,4
3292000.0,1,0,3292000.0,2709954,3292000.0,4
18000.0,7,20,18000.0,2710761,18000.0,4
58195.0,7,1,58195.0,2710594,58195.0,4
780000.0,3,1,780000.0,2711101,752000.0,4
2991382.5,3,1,2991382.5,2711102,2989874.3,4
400000.0,3,200,400000.0,2711104,398000.0,4
193000.0,3,1,193000.0,2707983,192990.0,4
250000.0,10,1000,250000.0,2711105,250000.0,4
300000.0,10,1000,300000.0,2711106,300000.0,4
140000.0,15,20,140000.0,2711107,140000.0,4
95000.0,15,10,95000.0,2711111,95000.0,4
45000.0,15,10,45000.0,2711112,45000.0,4
450000.0,15,1000,450000.0,2711113,450000.0,4
474550.0,7,5000,474550.0,2711236,474550.0,4
936000.0,3,1,936000.0,2711138,868300.0,4
115935.0,7,50,115935.0,2711269,115935.0,4
229000.0,7,20,229000.0,2711285,229000.0,4
357000.0,10,1,357000.0,2711272,357000.0,4
553875.0,2,350,553875.0,2711351,553875.0,4
500000.0,10,1,500000.0,2700322,470680.0,4
4800000.0,7,1,4800000.0,2711496,4800000.0,4
103505.0,7,1,103505.0,2711512,103505.0,4
799486.34,7,1,799486.34,2711519,799486.34,4
91000.0,3,9,91000.0,2706695,90997.0,4
200000.0,7,1,200000.0,2711533,200000.0,4
540000.0,1,300,540000.0,2711619,540000.0,4
744780.0,90,1,744780.0,2711656,633674.0,4
79000.0,10,1,79000.0,2711341,78000.0,4
8400000.0,3,5500,8400000.0,2711722,7700000.0,4
2000000.0,7,1,2000000.0,2711733,2000000.0,4
430110.0,3,1,430110.0,2711800,430110.0,4
76000.0,30,2,76000.0,2711823,76000.0,4
51000.0,30,2,51000.0,2711838,51000.0,4
120000.0,10,20,120000.0,2711817,120000.0,4
10000.0,30,2,10000.0,2711859,10000.0,4
150000.0,1,1,150000.0,2711933,142500.0,4
75000.0,1,12,75000.0,2711937,73200.0,4
353800.0,10,10,353800.0,2712032,353800.0,4
357000.0,5,1210,357000.0,2708130,332750.0,4
256000.0,10,1,256000.0,2712086,23072.0,4
198704.0,7,1,198704.0,2712090,198704.0,4
460000.0,5,200,460000.0,2712107,460000.0,4
33800.0,7,1,33800.0,2712121,33800.0,4
3561531.2,10,1,3561531.2,2712619,3561531.2,4
1707239.24,1,1,1707239.24,2712729,1707239.24,4
76000.0,15,20,76000.0,2712790,76000.0,4
1140000.0,10,1,1140000.0,2712864,1140000.0,4
4263678.0,30,1,4263678.0,2712087,4261982.5,4
1680000.0,7,1,1680000.0,2712879,332750.0,4
149643.75,15,1,149643.75,2712876,149643.75,4
2616000.0,10,1,2616000.0,2712909,2616000.0,4
558550.0,7,1,558550.0,2713069,558320.25,4
74700.0,2,7,74700.0,2710709,74700.0,4
670350.0,5,1,670350.0,2713142,670350.0,4
495000.0,7,10,495000.0,2713149,495000.0,4
818100.0,15,1,818100.0,2713173,566845.0,4
468118.0,7,1,468118.0,2713177,468118.0,4
3897600.0,20,10000,3897600.0,2713215,1829567.6,4
225262.0,15,1,225262.0,2713236,224978.79,4
525000.0,30,300,525000.0,2713212,525000.0,4
1140000.0,10,1,1140000.0,2713320,1140000.0,4
219500.0,7,54,219500.0,2713339,219500.0,4
500000.0,5,200,500000.0,2713485,490000.0,4
69500.0,7,10,69500.0,2713683,69500.0,4
302408.5,7,50,302408.5,2713688,302408.5,4
156400.0,7,40,156400.0,2713693,156400.0,4
426480.0,45,4,426480.0,2713704,426480.0,4
860000.0,3,4300,860000.0,2713715,860000.0,4
228600.0,90,1,228600.0,2713718,228600.0,4
3600000.0,12,3,3600000.0,2713762,3600000.0,4
190000.0,7,200,190000.0,2713802,190000.0,4
14724.0,7,1,14724.0,2713183,14724.0,4
1499487.0,7,1,1499487.0,2705501,332750.0,4
1650000.0,7,1,1650000.0,2713858,1650000.0,4
4162500.0,10,1,4162500.0,2713870,4000000.0,4
1651650.0,7,1,1651650.0,2713884,1651650.0,4
7500000.0,3,2500,7500000.0,2713892,7312500.0,4
3865000.0,3,1,3865000.0,2713895,3763000.0,4
4872000.0,3,1,4872000.0,2713903,4854870.0,4
750000.0,7,1,750000.0,2713900,750000.0,4
8820000.0,60,100,8820000.0,2713961,8800000.0,4
45000.0,120,3,45000.0,2713971,45000.0,4
48000.0,120,3,48000.0,2713978,45000.0,4
82650.0,10,1,82650.0,2714003,82650.0,4
18600.0,10,6,18600.0,2714013,18000.0,4
39000.0,10,15,39000.0,2714016,37500.0,4
27000.0,10,15,27000.0,2714024,25500.0,4
2780000.0,7,1,2780000.0,2714128,2780000.0,4
37340.43,60,1,37340.43,2714130,37340.43,4
49490.0,60,1,49490.0,2714169,49490.0,4
2388120.0,1,85290,2388120.0,2714178,2388120.0,4
75000.0,10,80,75000.0,2714393,70000.0,5
970760.0,10,1,970760.0,2714396,944388.0,5
264600.0,10,360,264600.0,2714411,262800.0,5
1500000.0,15,1,1500000.0,2714664,1498901.3,5
720000.0,7,400,720000.0,2714797,719900.0,5
987300.0,7,1,987300.0,2714832,987300.0,5
1099980.0,30,700,1099980.0,2714836,1099980.0,5
955245.0,30,1500,955245.0,2714853,955245.0,5
2500000.0,10,2550,2500000.0,2714851,2500000.0,5
22900.0,4,10,22900.0,2714847,22900.0,5
2515506.0,7,1,2515506.0,2715199,2515506.0,5
467500.0,30,1,467500.0,2711629,265000.0,5
1400000.0,30,1000,1400000.0,2715195,1395000.0,5
120000.0,7,1,120000.0,2715254,120000.0,5
1850000.0,30,1,1850000.0,2715246,1846814.44,5
544000.0,7,800,544000.0,2715276,544000.0,5
480000.0,13,1,480000.0,2715261,430000.0,5
1000000.0,30,1,1000000.0,2715280,999070.0,5
485598.0,7,1,485598.0,2715358,485098.0,5
586960.0,7,1,586960.0,2715421,585830.75,5
78000.0,7,1,78000.0,2715438,77500.0,5
392500.0,7,1,392500.0,2715471,392500.0,5
146440.0,30,1,146440.0,2715819,146440.0,5
625000.0,15,500,625000.0,2715845,625000.0,5
146700.0,30,1,146700.0,2715847,146440.0,5
375000.0,3,1500,375000.0,2715898,267000.0,5
125000.0,3,500,125000.0,2715915,60000.0,5
4910000.0,10,1,4910000.0,2715879,2850000.0,5
140000.0,30,1,140000.0,2715924,135800.0,5
400000.0,10,2000,400000.0,2714057,400000.0,5
155000.0,3,1,155000.0,2715941,154392.56,5
2360000.0,10,2000,2360000.0,2715957,2360000.0,5
160000.0,10,4000,160000.0,2715971,160000.0,5
181125.0,30,1,181125.0,2715961,180900.0,5
56250.0,7,1,56250.0,2715975,56250.0,5
100000.0,10,100,100000.0,2715986,100000.0,5
360000.0,10,10,360000.0,2716000,360000.0,5
13000.0,10,2000,13000.0,2716021,13000.0,5
45000.0,10,1000,45000.0,2716029,45000.0,5
194000.0,120,2,194000.0,2716033,193000.0,5
1900000.0,10,500,1900000.0,2716049,1900000.0,5
118145.0,7,200,118145.0,2716126,118145.0,5
808383.0,7,3000,808383.0,2716136,808383.0,5
192000.0,10,10,192000.0,2716065,192000.0,5
352600.0,1,1,352600.0,2716139,345360.0,5
587450.0,8,1,587450.0,2716148,584950.0,5
1829567.6,52,10000,1829567.6,2716154,1829567.6,5
273750.0,10,7500,273750.0,2716165,273750.0,5
46800.0,10,6,46800.0,2716170,46800.0,5
76800.0,10,4,76800.0,2716174,76800.0,5
70000.0,10,20,70000.0,2716178,70000.0,5
196800.0,10,41,196800.0,2716187,196800.0,5
112000.0,7,112,112000.0,2716205,112000.0,5
350000.0,30,1000,350000.0,2716256,350000.0,5
135900.0,30,100,135900.0,2716281,135900.0,5
7637.0,90,1,7637.0,2716277,7637.0,5
135900.0,30,100,135900.0,2716297,135900.0,5
730200.0,7,1,730200.0,2716303,730200.0,5
1750000.0,30,1000,1750000.0,2716487,1750000.0,5
500000.0,7,1,500000.0,2716685,498000.0,5
471900.0,1,150,471900.0,2716779,466920.0,5
319313.0,7,1,319313.0,2716865,319313.0,5
384500.0,7,1,384500.0,2716925,384500.0,5
585000.0,7,1,585000.0,1974800,585000.0,5
282400.0,15,729,282400.0,2716952,252345.0,5
648430.0,7,1,648430.0,2716986,648430.0,5
1109850.0,14,4,1109850.0,2716991,1107350.0,5
2010780.0,1,1,2010780.0,2717007,1995157.0,5
775000.0,10,1,775000.0,2717045,775000.0,5
310500.0,5,1,310500.0,2717122,310500.0,5
200400.0,3,1,200400.0,2717275,332750.0,5
164436.0,30,10,164436.0,2717299,164436.0,5
197084.0,10,10,197084.0,2711303,197084.0,5
250000.0,1,200,250000.0,2706297,250000.0,5
35000.0,30,35,35000.0,2717687,34300.0,5
20000.0,30,20,20000.0,2717708,19600.0,5
1600000.0,7,50000,1600000.0,2717719,1600000.0,5
1645000.0,7,1,1645000.0,2717780,1645000.0,5
950000.0,7,1,950000.0,2717855,946600.0,5
700000.0,10,500,700000.0,2717886,700000.0,5
543274.8,10,1,543274.8,2717883,542621.0,5
190000.0,10,100,190000.0,2717904,190000.0,5
499997.0,10,1,499997.0,2717914,497477.0,5
499900.0,10,1,499900.0,2718046,498973.5,5
107300.0,10,1,107300.0,2718067,107168.0,5
850000.0,30,1000,850000.0,2718087,850000.0,5
360000.0,30,4000,360000.0,2718096,360000.0,5
750000.0,10,3000,750000.0,2717919,750000.0,5
183000.0,10,10,183000.0,2718102,183000.0,5
90000.0,2,1,90000.0,2718135,90000.0,5
2175978.0,10,1,2175978.0,2718185,532378.0,5
290000.0,15,1,290000.0,2717286,284000.0,5
96000.0,10,60,96000.0,2718295,93000.0,5
87423.42,30,2,87423.42,2718130,87423.42,5
