Approved Budget of the Contract,Contract Duration,Quantity,Item Budget,Award No.,Contract Amount,Month
31250000.0,7,1,31250000.0,2743438,23927565.00000017,6
47398.0,4,1,47398.0,2743445,47398.0,6
89251.0,7,149,89251.0,2743558,89251.0,6
3620748.0,7,2544,3620748.0,2743576,3620748.0,6
721430.0,7,400,721430.0,2743592,721430.0,6
1252000.0,7,1,1252000.0,2743594,1252000.0,6
4831000.0,14,1,4831000.0,2743781,4831000.0,6
57000.0,10,1,57000.0,2743818,55644.0,6
20500.0,10,1000,20500.0,2743846,332750.0,6
34000.0,21,40,34000.0,2743684,34000.0,6
61500.0,10,3000,61500.0,2743869,61500.0,6
350000.0,10,100,350000.0,2743893,350000.0,6
4995246.1,30,1,4995246.1,2743706,4989111.14,6
1550000.0,10,400,1550000.0,2743912,400000.0,6
130000.0,30,20,130000.0,2743875,130000.0,6
18000.0,7,100,18000.0,2743963,18000.0,6
21600.0,10,480,21600.0,2743961,21600.0,6
180000.0,10,1000,180000.0,2743984,180000.0,6
135000.0,5,50,135000.0,2743972,132085.0,6
107500.0,10,50,107500.0,2744042,107500.0,6
75000.0,10,500,75000.0,2744071,75000.0,6
190750.0,5,1,190750.0,2744138,190750.0,6
243400.0,5,1,243400.0,2744140,241208.0,6
249000.0,5,1,249000.0,2744141,226608.0,6
82500.0,5,1,82500.0,2744143,54900.0,6
326800.0,15,1,326800.0,2744280,316250.0,6
2625000.0,10,1500,2625000.0,2744367,2625000.0,6
180000.0,2,1,180000.0,2744499,180000.0,6
76986.1,7,1,76986.1,2741337,76986.1,6
15000.0,15,10,15000.0,2744628,14000.0,6
1030400.0,7,1,1030400.0,2744640,1027234.0,6
295000.0,7,1,295000.0,2744689,295000.0,6
618000.0,7,1,618000.0,2744691,617700.0,6
25725.0,7,1,25725.0,2744711,25650.0,6
2519360.0,15,1,2519360.0,2744776,2137430.0,6
11999400.0,15,2857,11999400.0,2744782,11999257.15,6
60000.0,10,30,60000.0,2744812,54000.0,6
87500.0,40,50,87500.0,2744889,87500.0,6
2509500.0,7,1,2509500.0,2745070,2507335.0,6
116000.0,7,1,116000.0,2745247,104000.0,6
352210.0,7,7,352210.0,2745207,352210.0,6
90000.0,15,200,90000.0,2745158,90000.0,6
1505500.0,7,1,1505500.0,2745373,1491050.0,6
560700.0,5,1869,560700.0,2745521,560700.0,6
577500.0,30,1,577500.0,2745669,577500.0,6
2549000.0,7,1,2549000.0,2745686,2542460.0,6
226900.0,3,1,226900.0,2745867,226900.0,6
8500.0,21,10,8500.0,2745893,8500.0,6
94000.0,7,1,94000.0,2745913,94000.0,6
2600000.0,3,1,2600000.0,2745956,332750.0,6
4228398.8,30,1,4228398.8,2745971,4228398.8,6
581500.0,14,1,581500.0,2746014,581500.0,6
77440.0,15,1,77440.0,2746029,77440.0,6
1735000.0,15,1,1735000.0,2746054,1726057.2,6
216608.0,3,1,216608.0,2746069,216608.0,6
500000.0,15,500,500000.0,2746144,400000.0,6
206505.0,10,1765,206505.0,2738165,332750.0,6
12327.0,15,1,12327.0,2742731,12327.0,6
70000.0,15,2500,70000.0,2745350,70000.0,6
9456200.0,7,1,9456200.0,2746281,9456200.0,6
78000.0,10,1,78000.0,2746346,77900.0,6
183560.0,10,7060,183560.0,2746260,162380.0,6
199880.0,10,1,199880.0,2746001,195730.0,6
1809656.16,7,1,1809656.16,2746539,1809656.16,6
3785500.0,7,1,3785500.0,2746556,3785500.0,6
786000.0,15,1,786000.0,2746592,786000.0,6
200000.0,10,200,200000.0,2746596,180000.0,6
67500.0,10,27,67500.0,2746628,67500.0,6
100000.0,7,1,100000.0,2746640,99000.0,6
190000.0,7,200,190000.0,2747038,190000.0,6
550000.0,7,1000,550000.0,2747035,550000.0,6
19982000.0,7,1,19982000.0,2747714,3000000.0,6
117489.82,7,250,117489.82,2747823,117489.82,6
3325920.0,7,10000,3325920.0,2747840,3158000.0,6
50250.0,7,50,50250.0,2747871,50250.0,6
75145.0,7,1,75145.0,2747884,75145.0,6
2584845.0,7,1,2584845.0,2747957,2582500.0,6
115000.0,7,1,115000.0,2747981,114640.0,6
339020.0,30,18,339020.0,2748153,339020.0,6
10000000.0,30,1,10000000.0,2748276,9999550.0,6
5200000.0,120,2,5200000.0,2747413,3000000.0,6
500000.0,10,500,500000.0,2747401,500000.0,6
1447747.0,7,1,1447747.0,2747768,1447747.0,6
160000.0,60,2,160000.0,2747369,160000.0,6
552175.0,7,1,552175.0,2748427,332750.0,6
99557.5,7,2063,99557.5,2748520,99557.5,6
479000.0,7,1,479000.0,2748587,479000.0,6
100000.0,60,1,100000.0,2748596,80000.0,6
238000.0,30,2,238000.0,2748621,225850.0,6
238500.0,7,1,238500.0,2748757,238500.0,6
165000.0,7,1,165000.0,2748815,165000.0,6
390000.0,7,1,390000.0,2748898,390000.0,6
76090.0,15,1,76090.0,2748893,76090.0,6
1698878.0,7,1,1698878.0,2748912,1683887.9,6
999000.0,16,1,999000.0,2748929,999000.0,6
233058.0,7,1,233058.0,2749001,222967.5,6
272500.0,7,15,272500.0,2748069,272500.0,6
499954.5,7,1,499954.5,2749068,499954.5,6
520000.0,7,1,520000.0,2749239,332750.0,6
280000.0,7,1,280000.0,2749279,266200.0,6
1712000.0,25,1,1712000.0,2749368,1566070.0,6
40000.0,30,1,40000.0,2749628,39132.5,6
896900.0,30,1,896900.0,2749666,855450.0,6
15000.0,7,2,15000.0,2749584,15000.0,6
180400.0,7,12,180400.0,2749651,132400.0,6
162500.0,3,130,162500.0,2749917,156000.0,6
775000.0,15,1,775000.0,2749916,775000.0,6
55100.0,7,3,55100.0,2749925,53000.0,6
1838500.0,3,1,1838500.0,2749939,1807350.0,6
92500.0,7,1,92500.0,2749971,92500.0,6
139630.0,7,1,139630.0,2749996,139630.0,6
43000.0,7,1,43000.0,2750037,43000.0,6
885000.0,7,3000,885000.0,2750048,885000.0,6
800000.0,7,1,800000.0,2750105,800000.0,6
750000.0,7,1,750000.0,2750119,750000.0,6
500000.0,7,1,500000.0,2750133,490000.0,6
60000.0,10,1,60000.0,2750166,56884.5,6
577500.0,1,1,577500.0,2750218,577500.0,6
85500.0,10,1,85500.0,2750267,85500.0,6
40000.0,15,800,40000.0,2750242,38400.0,6
372700.0,3,2010,372700.0,2738836,365860.0,6
250100.0,10,215,250100.0,2750300,247470.0,6
238500.0,7,1,238500.0,2750583,238500.0,6
1769000.0,7,50,1769000.0,2750706,1769000.0,6
1480980.0,7,1,1480980.0,2750709,1480648.5,6
2100.0,1,70,2100.0,2751041,1960.0,6
65000.0,15,100,65000.0,2751038,65000.0,6
301000.0,5,1,301000.0,2751044,292100.0,6
6650.0,1,100,6650.0,2751072,938.0,6
249073.0,5,1,249073.0,2751153,249073.0,6
3755000.0,30,5,3755000.0,2751097,3750000.0,6
175000.0,7,100,175000.0,2751278,175000.0,6
1095000.0,30,3,1095000.0,2751356,1089000.0,6
1440998.0,30,13,1440998.0,2751378,1414140.0,6
61600.0,15,1,61600.0,2751527,61600.0,6
79200.0,30,180,79200.0,2751561,79200.0,6
240710.0,7,1,240710.0,2751623,240642.0,6
1840000.0,10,1,1840000.0,2751646,1483100.0,6
2880000.0,30,12,2880000.0,2751394,2879400.0,6
380000.0,30,1,380000.0,2751748,375355.0,6
1850000.0,7,1,1850000.0,2751753,1850000.0,6
375000.0,60,5,375000.0,2751789,375000.0,6
900000.0,10,5000,900000.0,2751797,900000.0,6
112500.0,60,64,112500.0,2751816,112000.0,6
350000.0,10,100,350000.0,2751821,75000.0,6
594000.0,1,1980,594000.0,2751691,594000.0,6
262500.0,60,150,262500.0,2751857,262500.0,6
250000.0,10,1000,250000.0,2751847,250000.0,6
175000.0,14,100,175000.0,2751928,175000.0,6
4961812.97,60,1,4961812.97,2751967,4956213.49,6
3482289.43,63,1,3482289.43,2752011,3481830.62,6
33424740.0000002,30,1,33424740.0000002,2752106,23927565.00000017,6
452154.0,6,1,452154.0,2752223,452154.0,6
300000.0,3,1000,300000.0,2752241,300000.0,6
1700000.0,30,2000,1700000.0,2752476,1699900.0,6
143800.0,10,200,143800.0,2752494,143800.0,6
50000.0,15,1,50000.0,2752578,49800.0,6
350000.0,30,1,350000.0,2752669,350000.0,6
309000.0,15,10300,309000.0,2752762,309000.0,6
1494500.0,20,2135,1494500.0,2752774,1110200.0,6
40000.0,2,1,40000.0,2752875,40000.0,6
358550.0,2,8,358550.0,2752936,358550.0,6
5200000.0,45,1,5200000.0,2752952,2600000.0,6
1350000.0,2,1,1350000.0,2753054,1301000.0,6
400000.0,15,10000,400000.0,2753042,400000.0,6
89230.0,15,21,89230.0,2752273,89230.0,6
10000000.0,30,1,10000000.0,2753458,9999550.0,6
190000.0,90,1,190000.0,2753587,190000.0,6
96300.0,10,1,96300.0,2753614,96300.0,6
51500.0,1,1,51500.0,2753625,51500.0,6
360000.0,7,2000,360000.0,2753656,360000.0,6
900000.0,14,1,900000.0,2753811,900000.0,6
155000.0,5,1,155000.0,2753884,136160.0,6
216334.3,7,1,216334.3,2754053,216334.3,6
50000.0,5,100,50000.0,2754138,50000.0,6
190000.0,5,5,190000.0,2754209,190000.0,6
77000.0,7,385,77000.0,2754290,77000.0,6
81000.0,7,460,81000.0,2754319,81000.0,6
1588621.0,20,150,1588621.0,2754501,1588621.0,6
1641130.0,20,200,1641130.0,2754543,1641130.0,6
1055480.0,15,1,1055480.0,2754544,1055480.0,6
36200.0,30,1,36200.0,2753002,25000.0,6
299283.3,15,1,299283.3,2754721,299283.3,6
344680.0,10,23,344680.0,2754826,292220.0,6
42745.0,1,1,42745.0,2755188,42745.0,6
448440.0,1,444,448440.0,2755212,448440.0,6
69370.0,1,1,69370.0,2755228,69370.0,6
300000.0,7,1,300000.0,2755265,288000.0,6
101000.0,7,540,101000.0,2755420,101000.0,6
1025000.0,15,50,1025000.0,2755437,1000000.0,6
2250.0,30,5,2250.0,2755481,2033.0,6
23750.0,30,25,23750.0,2755504,23750.0,6
8281700.0,30,1,8281700.0,2755514,8281685.0,6
790500.0,30,2000,790500.0,2755522,790500.0,6
15000000.0,30,1,15000000.0,2755538,13785000.0,6
8250000.0,30,1,8250000.0,2755559,8225000.0,6
668490.0,7,3,668490.0,2755539,668490.0,6
377363.98,30,284,377363.98,2754258,376990.0,6
430000.0,30,1,430000.0,2755669,429700.0,6
831480.0,7,6,831480.0,2755649,831480.0,6
48180.0,30,1,48180.0,2755708,332750.0,6
400000.0,3,1,400000.0,2755656,225000.0,6
241937.5,10,1,241937.5,2752744,241937.5,6
6000000.0,7,2,6000000.0,2755716,6000000.0,6
48180.0,30,1,48180.0,2755802,48180.0,6
200000.0,30,100,200000.0,2755838,199800.0,6
203170.0,1,1,203170.0,2755892,203170.0,6
459000.0,7,1,459000.0,2756008,459000.0,6
240000.0,7,1,240000.0,2756016,240000.0,6
185000.0,7,1,185000.0,2756117,185000.0,6
12504252.0,30,1,12504252.0,2756082,12504252.0,6
377000.0,7,1,377000.0,2756159,357500.0,6
272500.0,10,1,272500.0,2756181,272400.0,6
1000000.0,30,1,1000000.0,2756401,996450.0,6
54000.0,10,30,54000.0,2756402,54000.0,6
660000.0,10,4000,660000.0,2756417,660000.0,6
105000.0,10,30,105000.0,2756440,105000.0,6
182000.0,15,56,182000.0,2756447,177100.0,6
149850.0,60,1,149850.0,2756627,149600.0,6
64800.0,10,30,64800.0,2756677,58448.98,6
19250.0,10,50,19250.0,2756686,19250.0,6
154329.5,7,1,154329.5,2756721,154329.5,6
4210875.0,15,5,4210875.0,2756779,4210875.0,6
485860.0,7,27,485860.0,2756862,483983.0,6
3181947.0,10,1,3181947.0,2757054,3181805.0,6
668490.0,7,3,668490.0,2757065,668490.0,6
6600000.0,10,3,6600000.0,2757107,6585000.0,6
4200000.0,7,1,4200000.0,2757191,4100000.0,6
831480.0,7,6,831480.0,2757178,831480.0,6
3494400.0,10,1,3494400.0,2757182,3117600.0,6
725500.0,2,1,725500.0,2757300,721960.0,6
999300.0,15,1,999300.0,2757701,919395.0,6
255000.0,14,30,255000.0,2757738,255000.0,6
2000000.0,30,1,2000000.0,2757787,1950000.0,6
344095.0,7,1,344095.0,2757902,344095.0,6
2675000.0,14,1,2675000.0,2753812,2675000.0,6
1506500.0,7,655,1506500.0,2758291,1375500.0,6
149000.0,15,1,149000.0,2758306,149000.0,6
1076862.5,7,1,1076862.5,2758312,809950.25,6
407100.0,7,177,407100.0,2758320,371700.0,6
49950.0,15,1,49950.0,2758319,49950.0,6
295122.0,7,2000,295122.0,2758561,295122.0,6
782000.0,7,1,782000.0,2758567,781500.0,6
6000000.0,30,30,6000000.0,2758584,5940000.0,6
58500.0,7,150,58500.0,2758643,58500.0,6
175750.0,3,1,175750.0,2758623,175750.0,6
6300000.0,15,3,6300000.0,2758707,332750.0,6
500000.0,7,1,500000.0,2758795,498004.45,6
10400.0,15,80,10400.0,2758787,10400.0,6
330000.0,7,1,330000.0,2758824,330000.0,6
499902.0,2,1,499902.0,2755172,499902.0,6
37500.0,7,10,37500.0,2759005,37500.0,6
402642.75,3,1,402642.75,2759036,402600.0,6
166000.0,15,1,166000.0,2759227,165000.0,6
131980.0,10,50,131980.0,2759148,108800.0,6
550000.0,7,1,550000.0,2759268,548750.0,6
410000.0,7,1,410000.0,2759272,407000.0,6
77088.0,7,1,77088.0,2759303,77088.0,6
3050593.26,10,8,3050593.26,2759321,3050593.26,6
1186000.0,30,50,1186000.0,2759404,950000.0,6
129900.0,7,25,129900.0,2759440,129900.0,6
1613593.0,7,130,1613593.0,2759456,1613593.0,6
270750.0,7,750,270750.0,2759490,270750.0,6
266500.0,30,1,266500.0,2759549,265931.5,6
4662400.0,7,1,4662400.0,2759587,4620600.0,6
146050.0,3,1,146050.0,2759775,146050.0,6
124114.29,30,1,124114.29,2759828,123300.0,6
39850.0,3,1,39850.0,2759866,39850.0,6
195000.0,30,1,195000.0,2760010,192000.0,6
312000.0,30,48,312000.0,2760067,312000.0,6
299000.0,10,1300,299000.0,2759704,276250.0,6
1199776.37,61,1,1199776.37,2760524,1198000.0,6
271204.58,15,1,271204.58,2760501,332750.0,6
388600.0,7,1,388600.0,2760981,388600.0,6
7052500.0,15,1,7052500.0,2761373,7050609.8,6
200000.0,5,50,200000.0,2761398,190000.0,6
1150000.0,7,1,1150000.0,2761430,1150000.0,6
139780.0,15,1,139780.0,2761426,139780.0,6
20025.0,15,4005,20025.0,2761558,20025.0,6
490000.0,7,4,490000.0,2761718,332750.0,6
354878.0,7,44,354878.0,2760856,354878.0,6
60000.0,7,50,60000.0,2761934,60000.0,6
60000.0,7,50,60000.0,2761941,60000.0,6
1912984.5,7,27,1912984.5,2761951,1912984.5,6
485860.0,7,27,485860.0,2761957,483983.0,6
5746440.0,10,1,5746440.0,2760897,5134680.0,6
2250000.0,10,500,2250000.0,2762006,332750.0,6
300000.0,7,423,300000.0,2762020,299511.64,6
50000.0,7,115,50000.0,2762091,49648.0,6
300000.0,7,295,300000.0,2762200,299573.95,6
387598.6,7,1,387598.6,2762201,387241.0,6
19982000.0,7,5000,19982000.0,2762529,1125000.0,6
1236600.0,7,1,1236600.0,2762601,1236600.0,6
178000.0,10,1,178000.0,2762689,178000.0,6
12500.0,30,1,12500.0,2762794,11000.0,6
135000.0,7,100,135000.0,2750963,332750.0,6
107250.0,7,275,107250.0,507504,90750.0,6
110000.0,30,100,110000.0,2761671,110000.0,6
107600.0,2,1,107600.0,2762943,107600.0,6
596524.0,7,1,596524.0,2763017,596524.0,6
1071000.0,10,4000,1071000.0,2763133,1071000.0,6
634725.0,15,50,634725.0,2763198,634725.0,6
99000.0,5,300,99000.0,2730488,99000.0,6
539500.0,3,1,539500.0,2763284,539500.0,6
13000000.0,30,5,13000000.0,2763379,13000000.0,6
700000.0,10,10,700000.0,2763449,580000.0,6
249900.0,5,3,249900.0,2763537,249900.0,6
10000000.0,30,50,10000000.0,2763552,9405569.5,6
975052.0,3,1,975052.0,2763550,973128.0,6
256040.0,10,1,256040.0,2763722,256040.0,6
575000.0,15,995,575000.0,2763744,575000.0,6
249900.0,5,1,249900.0,2763925,249600.0,6
499050.0,10,1,499050.0,2764109,499050.0,6
8400.0,7,1,8400.0,2764159,8400.0,6
119900.0,7,1,119900.0,2764170,119075.0,6
203850.0,7,1,203850.0,2764184,203145.0,6
575000.0,15,50,575000.0,2764228,575000.0,6
975000.0,15,650,975000.0,2764290,975000.0,6
516000.0,7,100,516000.0,2764305,332750.0,6
283208.0,45,1,283208.0,2764323,274640.0,6
1200000.0,10,1,1200000.0,2764338,1200000.0,6
199000.0,7,1,199000.0,2764508,197655.0,6
334755.0,7,200,334755.0,2764555,334755.0,6
117000.0,10,100,117000.0,2764558,113300.0,6
185000.0,10,100,185000.0,2764584,185000.0,6
598932.0,15,1,598932.0,2764294,572344.0,6
679440.0,10,1,679440.0,2764654,679163.0,6
127000.0,1,1,127000.0,2764676,332750.0,6
18000.0,14,300,18000.0,2764714,18000.0,6
16500.0,14,30,16500.0,2764725,16500.0,6
5005844.45,5,1,5005844.45,2764752,4977865.9,6
5000109.65,5,1,5000109.65,2764885,4887905.35,6
6320000.0,7,1,6320000.0,2765063,6320000.0,6
175000.0,60,1,175000.0,2765033,175000.0,6
199500.0,30,1,199500.0,2765152,332750.0,6
824620.0,15,352,824620.0,2703513,824620.0,6
300000.0,30,2000,300000.0,2765262,300000.0,6
6478200.0,5,1,6478200.0,2765082,6215925.0,6
725000.0,5,1,725000.0,2765304,715000.0,6
2450000.0,5,1,2450000.0,2765340,2442000.0,6
920000.0,3,1,920000.0,2765369,920000.0,6
999690.0,3,1,999690.0,2765408,999690.0,6
999900.0,3,1,999900.0,2765419,999900.0,6
155956.0,5,50800,155956.0,2765418,155956.0,6
102086.6,14,1,102086.6,2765483,102086.6,6
502489.3,14,1,502489.3,2765489,502489.3,6
124640.0,10,1,124640.0,2765523,122440.0,6
197100.0,10,1,197100.0,2765527,197100.0,6
98350.0,10,1,98350.0,2765528,97850.0,6
